Wavelength,Amber 595-600nm,Blue 460-470nm,"Cool White 10,000-15,000K",Cyan 490nm,Deep Red 660nm,Far Red 730nm,Full Spectrum 380-840nm,Green 520-525nm,Infrared 850nm,Infrared 940nm,Natural White 4000 - 4500K,Orange 600-605nm,Red 620-625nm,Royal Blue 440nm,UV 365nm,UV 370nm,UV 375nm,UV 380nm,UV 385nm,UV 395nm,UV 400nm,UV 405nm,UV 410nm,UV 425nm,Warm White 3000 - 3500K,White 6000 - 6500K,Yellow 590-595nm
216,-0.0031,0.0014,0.0027,0.0025,0.002,0.0005,-0.0003,-0.0014,0.0005,-0.0002,0.0003,0.0011,-0.0027,-0.0002,-0.0017,-0.0021,0.0013,0.0016,0.0007,-0.0015,0.0016,0.0007,0.0007,-0.0021,-0.001,-0.0003,0.0014
217,-0.0017,0.0024,0.0004,0.0014,0.0051,0.0029,0.0049,-0.0013,-0.0005,0.001,0.0016,0.001,-0.0001,0.0012,0.0017,0.0016,0.0009,0.0017,0.0008,-0.0013,-0.0002,-0.0007,-0.0001,0.0019,0.0005,0.0011,-0.0006
217,-0.0017,0.0003,0.0009,0.0004,0.0011,-0.0026,0.0019,-0.0017,0.0002,0.0005,0.0011,-0.0018,-0.0001,-0.0004,0.0009,-0.0014,-0.0005,0.0016,0.0001,-0.0004,-0.0019,-0.0003,-0.0002,-0.0008,-0.0009,0.0016,0.0014
217,-0.0008,0.0001,0.0014,0.004,0.0044,0.0005,0.0034,0.004,0.0009,-0.0007,0.0017,0.0011,0.0038,0.0027,0.0023,-0.001,-0.0014,-0.0003,0.002,0.002,0.0013,-0.0034,-0.0013,-0.0003,-0.0014,0.0016,-0.0008
217,-0.0029,0.0005,0.0014,0.002,-0.0005,-0.0014,0,-0.0017,-0.001,0.0003,0.0011,0.0001,0.0006,-0.002,-0.0016,-0.0015,-0.0009,0.0024,-0.0024,-0.0035,-0.0015,0.0031,-0.0013,0.0009,0.0019,0.0012,-0.0004
217,-0.0007,0.0025,0.0015,0.0022,0.0041,0.0014,0.0029,0.0018,0.0006,0.0006,0.0032,0.0015,0,0.0002,-0.0025,-0.0013,-0.0005,0.0029,0.0013,0.0002,0.0012,0.0003,0.0024,-0.0008,-0.0001,0.0011,0.0009
218,-0.0006,-0.0008,-0.0013,-0.0011,0.0027,0.0001,-0.0007,0.0023,-0.0022,-0.0012,0.0023,0.0011,-0.0025,0.001,0.0004,-0.0001,0.0029,0.0027,0.0014,0.0027,-0.0043,0.0007,-0.0004,0,-0.0018,0.0004,-0.0008
218,0.001,0.002,0.0026,0.0004,0.0005,0.0003,0.0032,0.0031,0.0028,-0.001,0.0008,0.0005,0.0016,0.002,0.0001,0.0011,-0.0009,-0.0001,0.0005,0.0003,0.001,0.0031,0.0004,0.0009,0.002,0.002,0.002
218,-0.0003,0.0004,-0.0005,-0.0003,0.0017,0.003,-0.0006,-0.0008,-0.0018,-0.0022,0.001,-0.0007,-0.002,0.0002,0,-0.0017,0.0002,0.0009,-0.0003,0.0008,-0.0011,-0.0013,-0.0001,0.0004,0.0025,0.0026,-0.0011
218,-0.0001,0.0017,0.0002,0.0022,0.0015,0.0009,0.0023,0.0027,-0.001,0.0005,-0.0005,0.0016,0.0012,0.0021,0.0019,0.0011,0.0024,0.0025,0.0014,0.0027,0.0011,0.0027,0.0009,0.0035,-0.0002,0.0011,0.002
218,-0.003,0.0012,0.0024,-0.0017,0.0011,-0.0003,0.0027,-0.0001,0.001,0.0001,-0.0004,0.0004,0.0012,-0.0002,0.0024,0.0014,0.0002,0.0006,-0.0002,0.0001,0.0005,0.0019,-0.0009,-0.002,-0.0024,0.003,-0.0002
219,-0.0006,0.001,0.0029,0.0016,-0.0005,0.0017,0.0016,-0.0003,-0.0006,0.0005,0.0035,0.0023,0.0009,0.0023,0,0.0007,0.0004,0.0009,0.001,0.0012,0.0027,0.0004,0,-0.0017,-0.0016,0.0012,0.0043
219,0.0017,-0.0001,0.0003,-0.0004,0.0013,0.0031,0,0.0021,0.0004,-0.0018,0.0011,0.0016,0.0009,-0.0009,0.0005,-0.0006,0.0009,-0.0007,-0.0001,0.0003,-0.0014,-0.0007,-0.0002,0,0.0014,0.0019,0.0006
219,-0.0016,0.0007,0.0015,0.0011,0.0032,0.005,0.0004,0.0003,0.001,0.002,0.0019,0.0008,0.0004,0.0006,0.0008,0.0004,-0.0004,-0.0005,0.0008,-0.0009,-0.0009,0.0004,-0.0011,0.0008,-0.0005,0.0014,0.0022
219,0.0001,-0.0017,0.0006,0.0008,-0.0005,0,0.001,0,0.0002,-0.0012,-0.0015,0,0.0003,-0.0003,-0.0026,-0.0006,-0.0017,0.0014,-0.0002,0,0.0011,0.0009,0.002,-0.003,-0.0008,-0.004,-0.001
219,-0.0009,-0.0004,-0.0001,-0.0004,0.0001,0.0025,0.0009,0.0007,-0.0004,0.0002,0.0011,0.0001,0.0001,0.0004,0,0.0003,0.0017,0.0021,0.0004,0.0022,0.0025,0.002,0.0006,0.0022,0.0008,0.0004,0.0039
220,-0.0022,0.0003,-0.0009,-0.0005,0,0.0005,-0.0012,0.0009,-0.0006,0.0002,-0.0014,0.0007,-0.0012,0.0015,-0.0028,-0.002,-0.0012,-0.0037,-0.0023,0.0018,-0.0006,-0.0021,-0.0002,-0.0017,-0.0003,0.001,0
220,-0.0008,0.0017,0.001,0.0013,0.0014,0.0014,0.0021,0.0002,0.0001,-0.0004,0.0015,0.0023,0.0007,-0.0007,0.0007,-0.0003,-0.0024,0.0033,0.0001,0.0016,0.0019,0.0018,-0.0013,0.0007,0.0029,0.0023,0.0018
220,0.0015,0.0017,0.0001,-0.0017,0.0004,0.0014,0.0009,0,0.0003,-0.0004,0.0002,-0.0015,-0.0015,-0.0022,-0.0018,0,0.0019,0.002,0.0024,0.0006,-0.0021,-0.0001,-0.0019,-0.0002,-0.0009,-0.0003,0.0012
220,0.001,0.0015,-0.0005,0.0009,0.003,0.0018,0.0012,0.0012,0.0008,0.0029,0.0007,0.0034,0.0032,0.002,0.0024,0.0012,-0.0003,0.0003,-0.0002,0.0008,0.0025,-0.0011,0.0018,-0.0008,0.0003,0.0015,0.0006
221,-0.0033,-0.0013,0.0002,0.0013,0.0011,0.001,0.0025,0.0039,-0.0015,0.0014,0.001,-0.002,-0.0008,-0.0004,-0.0014,-0.0006,-0.0003,-0.0005,0.0005,-0.0015,-0.0001,0.001,-0.0014,-0.0038,-0.0023,0.0008,0.0006
221,0.0016,0.0016,0.0012,0.0014,0.0008,0.0051,0.0022,0.0008,0.0017,0.0009,0.0036,-0.0006,0.0006,0.0005,0.0006,0.0009,0.003,0.0025,0.0006,0.0014,-0.0001,0.0006,0.0002,0.0009,0.0016,0.0007,0.0021
221,-0.002,-0.0017,0.0002,-0.0011,0.0024,-0.0005,0.0016,0.0006,0.0003,0.0022,-0.002,0.0001,-0.0009,-0.0005,-0.0014,0.0016,-0.0002,-0.0012,-0.0047,-0.0006,-0.0018,-0.001,-0.0001,0,-0.0009,0.0004,0.0019
221,0.0003,0.0027,0.0003,0.0013,-0.0002,0.0028,0.0002,-0.0005,0.0015,0.003,0.0019,-0.0008,0.0012,0.0017,0.0006,0.0019,0.0004,0.0017,0.0007,-0.0029,0.0013,-0.0003,0.0006,0.0007,0.0007,0.0022,0.0026
221,-0.0028,-0.0011,-0.0008,-0.0037,0.002,0.0013,0.0002,-0.0012,0.0012,-0.0027,0.0013,0.0021,0.0005,-0.0018,-0.0019,-0.0011,0.0006,0.0033,-0.0015,-0.0031,-0.0013,0.0021,0.0016,-0.0022,0.0022,0.0022,0.0011
222,0.0018,-0.0003,0.0002,0.0008,-0.001,0.0022,0.0019,0.0001,-0.0024,0.0029,0.0015,0.0027,0.002,0.0031,0.0027,0.0013,0.0007,-0.0011,0.0025,0.0018,0.0017,-0.0009,0.0006,0.0013,0.0003,-0.0005,-0.0004
222,0.0005,0.0026,0.0008,0.0011,-0.0038,0.0022,0.0014,0.0009,-0.001,-0.0022,-0.0008,-0.0002,-0.0005,0.0021,0.001,-0.0003,0.0005,-0.0011,-0.0008,-0.0001,-0.0021,-0.0004,-0.0011,-0.0003,-0.0013,0.0005,0.0002
222,-0.0027,-0.0005,0.0009,0.0015,0.0005,0.0036,0.0005,0.0016,0,0.0017,0.0003,0.0011,0.001,0.0002,0.0003,0.0001,-0.0008,-0.0012,-0.0008,0.0003,0.0001,0.0025,0.0026,0.0005,0.002,0.0026,0.0011
222,-0.0001,-0.0004,0.0027,0.0004,-0.0014,-0.0003,-0.0006,-0.0007,0.0016,0.0009,0.002,-0.0012,0.0001,0.0004,-0.0029,-0.0023,-0.0008,0.0017,-0.0022,-0.0034,0.0002,-0.0016,0.0003,0.0012,-0.0011,0.001,0.0025
222,0.0001,0.0007,0.0003,0.0036,0.0014,0.0024,0.0043,-0.0023,0,0.0005,0.0022,0.0008,0.0009,0.0002,0.0001,0.0029,0.0009,0.0016,0.0015,0.0003,0.0004,-0.0017,-0.0001,-0.0017,-0.0012,0.003,0.0008
223,0.0003,0.0024,0.0031,0.0009,0.0003,0.0025,0.0007,-0.0012,0.0001,0.001,0.0025,0.0007,-0.0024,-0.0016,-0.0014,0.0014,0.0034,0.0031,-0.0013,-0.0017,-0.0009,-0.0002,0.0017,-0.0018,0,0.0024,0.0017
223,-0.0009,0.0006,0.0018,0.0013,0.0029,0.003,0.004,0.0026,-0.0013,0.0021,0.0028,0,0.0012,0.001,0.0002,0.0002,0.001,0.0014,0.0017,0.0008,0.0014,0,-0.0013,-0.0005,-0.0022,0.0014,0.0001
223,0,-0.0021,0.0021,-0.003,-0.0013,-0.0003,0.0022,-0.0017,-0.0017,0.0012,-0.0018,-0.0002,0.0013,0.0026,0.0022,-0.0015,-0.001,0.0002,-0.0023,-0.003,0.0024,-0.0006,-0.0001,-0.0022,0.0019,0.0004,0.0024
223,0.0015,0.0022,0.0015,0.0004,0.0014,-0.0009,0.0027,-0.0023,0.001,-0.0009,-0.0001,0.0016,0.0012,0.0026,0.0004,0.0028,-0.0019,0.0025,-0.0002,0.0003,0.0001,0,0.0008,0.0002,0.0001,0.0036,0.0014
223,-0.0001,-0.0006,0.0002,-0.0002,0.0011,0.0014,0.0003,0.0025,0.0016,-0.001,0.0014,-0.001,-0.0028,0.0002,-0.001,-0.0006,0.0004,0.0007,0,0.0012,-0.0005,0.0011,-0.0006,0,-0.0006,-0.0006,0.0007
224,0.0003,-0.0012,0.0013,0.0023,-0.0015,-0.0005,0.0018,0.0008,-0.001,0,0.0017,0.0017,-0.0005,0.0012,0.0018,-0.0009,-0.0008,0.0016,0.002,-0.0003,0.0025,0.001,0.0011,0.0026,0.0019,0.0021,0.0007
224,-0.0004,0.0004,-0.0015,0.0019,-0.0003,0.0017,0.0006,0.0013,-0.0001,0.0003,0.0014,-0.0002,0,-0.0008,0.0008,-0.0012,-0.0016,-0.0022,-0.0012,-0.0007,0.0017,0.0009,-0.0013,-0.0005,-0.0018,0.0003,-0.0006
224,0.003,-0.0012,0.0034,-0.0003,0.0001,0.0044,0.0019,-0.0003,0.0026,-0.0009,0.0025,0.0014,0.0021,0.0023,-0.002,-0.001,-0.0005,0.0005,0.0036,-0.001,0.0001,0.0005,0.0007,-0.0014,0.0008,0.0033,0.0026
224,0.0001,-0.0011,0.0035,0.0001,0.001,-0.0005,-0.0006,0.0014,0.0007,-0.0007,0.0012,-0.0001,0.0003,0.0001,0.0008,-0.0001,-0.0021,-0.0003,0.0002,-0.0021,0.0004,-0.0009,-0.0003,-0.0017,0.0006,0.0005,-0.0032
224,-0.001,-0.0025,0.0019,-0.0003,-0.0005,0.0017,0.0009,0.001,0.0003,0.0008,0.0018,0.0026,0.002,0.0013,0.002,0.0017,0.0019,-0.0003,0.001,0.0004,-0.0002,0.0026,0.001,0.0003,0.0019,0.0023,0.0019
225,-0.0032,0.0003,-0.0007,-0.0018,0.0015,0.0007,0.0007,0,-0.0012,0.003,-0.0004,0.0006,0.0011,-0.0008,0.0005,-0.0005,-0.0015,0.0011,-0.0024,0.0028,0.0014,0.0018,0.0009,-0.0008,0.0013,0.0013,0.0013
225,0,0.0036,0.0011,0.0004,0.0001,0.0012,0.0008,-0.0006,0.003,0.0008,0.0011,0.0001,-0.0008,0.0007,0.0003,0.0003,-0.0007,-0.002,0.0004,-0.0001,0.0047,0.0005,0.0013,0.0006,0.0005,0.0013,0.0043
225,-0.0019,-0.0017,0.0014,0.0017,0.0005,-0.0009,0.0031,-0.002,-0.002,-0.0012,-0.0018,0.001,-0.0008,-0.0011,-0.0021,-0.0007,-0.0003,0,-0.0036,-0.0012,-0.0007,-0.0011,0.0009,-0.0006,0.0001,0.0013,0.0005
225,0.0005,0.0007,-0.002,0.0002,-0.0018,0.0025,0.0028,0.0006,0.0015,-0.0009,0.0012,-0.0004,0.0009,-0.0005,0.0018,0,0.0009,0.0046,-0.0003,0.0021,-0.0024,0.0024,-0.0007,-0.0003,0,0.0019,0.0009
225,-0.0032,-0.0034,0.0011,0.0006,0.0007,0.0016,0.0003,0.0004,-0.0015,0.0002,-0.0007,-0.0015,0.0004,0.0005,0.0021,-0.0019,-0.0006,0.0009,-0.0009,0,-0.0031,0.004,0.002,-0.0002,0.0021,-0.0018,0.0018
226,0,-0.0005,0.0014,0.0014,0.0005,0.0037,0.0043,-0.0014,0.003,0.0014,0.0015,-0.0011,-0.0008,0.0017,0.0006,0.0025,0.001,0.0018,0.0037,-0.0008,0.0018,-0.0004,0.0012,0.0003,0.0013,0.0029,0.0012
226,-0.0017,0.0005,0.0032,0.0016,0.0009,-0.0005,0.0015,0.002,0.0007,0.0004,0.0019,0.001,-0.0006,-0.0031,-0.0007,0.0004,-0.0021,0.0013,-0.0024,0.001,0.0013,-0.0016,-0.0019,-0.0017,0.0003,0,0.003
226,0.0001,0.0007,0.0021,0.0004,0.0026,0.0016,0.0021,0.0007,-0.0001,-0.001,-0.0026,0.002,-0.0007,0.001,-0.002,-0.0028,0.0007,-0.0009,0.0002,-0.0011,0.0038,0.0019,0.0006,0.0004,0.0009,0.0053,0.0023
226,0.0002,-0.0005,0.0015,-0.0015,0.0023,0.0004,0.0022,-0.0001,-0.0004,0.0011,-0.0007,-0.0011,0.0014,-0.0004,-0.0014,-0.0015,-0.0028,-0.0008,-0.0005,-0.0022,-0.0007,-0.0012,0.0005,-0.0026,-0.0014,-0.0008,-0.0013
226,-0.001,0.0028,0.0023,0.0002,0.0013,0.0023,0.0013,0.0008,-0.0009,0.0022,0.003,-0.0013,-0.0004,-0.0013,0.0017,-0.0018,-0.0002,0.0015,0.0023,0.0016,0.0027,0.0029,0.0021,-0.0009,-0.0008,0.0027,0.0008
227,-0.002,-0.001,0.0026,0.0006,0.0006,0.0016,0.0004,-0.0018,0.0026,0.0005,0.0008,0.0006,0.0002,0.0016,-0.0007,-0.0026,-0.0002,-0.0017,0.001,0.0004,0.0006,0.0014,0.0008,0.0003,0.0003,0.0007,-0.0016
227,0.0011,0.0006,0.0013,0.001,0.0018,0.0006,0.0015,0.0027,-0.0007,0.0006,0.0032,-0.0005,0,0.0029,-0.0009,0,0.0002,0.0016,-0.0006,0.0009,-0.0013,0.0017,-0.0012,0.0004,0.0011,0.0026,0.0013
227,-0.0012,-0.0014,-0.0003,0.0001,-0.0005,-0.0017,0.0019,-0.0006,0,0.0022,0.0014,0.0006,-0.0003,-0.0012,0.0017,-0.0003,-0.0002,0.0026,-0.0018,-0.0012,-0.0008,-0.0008,-0.0007,-0.0021,-0.0002,0.0016,0.0003
227,0.0016,0.0007,0.001,0,0.0009,0.0004,0.0025,0.0037,0.0013,-0.0012,0.0019,0.0025,0.0021,0.0017,-0.0018,-0.0012,0.0009,-0.0008,0.0004,0.0014,0.0003,0.0002,-0.001,0.0004,0,0.0035,0.0014
227,-0.004,-0.003,0,0.0022,0.0008,0.0015,0.0003,-0.0011,-0.0004,-0.0013,-0.0004,-0.0011,0.0002,0.0017,0.0009,-0.001,0.0015,-0.0019,0.0006,-0.0008,-0.001,-0.0004,0.002,0.0001,0.0021,0.0012,0.0008
228,0.0009,-0.0003,-0.0009,0.0003,0.0022,0.0008,0.0013,-0.0002,0.0017,0.0003,0.0005,0.0028,0.0015,-0.0003,0.0015,0.0007,0.0007,-0.0002,0.001,-0.0009,-0.0021,0.0014,-0.0006,0.0006,0.0012,0.0034,-0.0006
228,-0.0002,0.0004,-0.0018,-0.0002,0.0002,-0.0013,0.0004,-0.0005,-0.0016,-0.0005,-0.0013,-0.0012,0.0005,-0.0024,0.0013,0.0002,0.0004,-0.0005,-0.0003,-0.001,-0.0022,0.0015,-0.0004,-0.0013,0,0.0026,-0.0015
228,0,-0.0002,0.0023,0.0039,-0.0001,0.0006,0.0008,0.0028,0.0024,0.001,0.0012,0.001,0.0014,0.0016,-0.0025,0.0007,-0.0003,0.0018,-0.0005,0.0006,-0.0007,0.0005,0.0034,-0.0005,0,-0.0002,0.0025
228,0.0005,-0.0022,0.0022,0.0009,-0.0006,0.0019,-0.0014,0.0032,-0.0011,0.0001,0.0012,-0.0025,-0.0013,0,-0.0021,0.0011,0.0001,0.0022,0.0002,-0.0015,0.0007,-0.002,-0.0016,0.0001,-0.0005,0.0008,0.0007
228,-0.0009,0.0027,0.0003,-0.0005,0.0018,0.0003,0.0021,0.0004,0.0003,0,0.0009,0.0011,0.0001,0.0041,0.0023,0.0002,-0.0003,-0.0016,-0.0003,0.0016,0.0015,-0.0008,0.0007,0.0001,0.0017,0.0021,0.0003
229,-0.0026,0.0007,0.0008,0.0023,0.0004,-0.0005,0.0012,0.0009,-0.0016,-0.0009,-0.0012,-0.0007,-0.0005,-0.0004,-0.001,-0.0034,-0.0003,-0.0001,0.0004,-0.0009,0.0015,0.0001,0.0005,0.0007,-0.0011,0.0029,-0.0019
229,-0.0001,0.0026,0.004,0.0014,0.0008,0.0023,0.0038,0.0003,0.0027,-0.0003,0.0025,0.0004,0.0002,-0.0017,0.0006,-0.0002,0.0011,0.0007,0.0009,0.0004,-0.0002,0.0029,0.0007,-0.0006,0,0.0017,0.0028
229,-0.0003,0.0016,0.0002,-0.0002,-0.0009,0.0032,0.0012,-0.001,0.0021,0.0016,0.0007,0.0019,-0.0009,0,0.0004,-0.0003,-0.0021,-0.0008,0.0007,0.0021,-0.0002,-0.0014,0.001,0.0013,-0.0013,-0.0014,-0.0004
229,0.0001,0.0026,0.0012,-0.0021,0.0023,0.0007,0.0019,0.0013,0.0007,0.004,0.0008,-0.0008,0.0002,0.0018,-0.0013,0.0019,-0.0002,0.0027,0.0006,0.0018,0,0.0004,0.0017,-0.0017,0.0027,0.0024,0.0026
229,0.0015,0.0006,0.0032,0.0007,-0.0005,-0.0012,0.0003,0.0003,0.0007,0.0025,0.0011,0.0016,-0.0011,-0.0008,-0.0014,-0.0012,0.0004,-0.0009,-0.0022,0.0023,-0.0008,-0.0022,0.0001,0.0023,0,-0.0009,0.0002
230,0.0011,0.0006,-0.0017,0.0007,0.0015,0.0011,-0.0007,-0.0007,-0.002,0.0012,0.0009,-0.0002,-0.0005,-0.0005,0.0024,0.0012,0.0007,0.0018,0.0013,0.0009,0.0027,0.0007,0.0028,-0.0035,0,0.003,0.0017
230,-0.001,0.0003,0.0009,-0.0041,-0.0011,0.0018,-0.0002,-0.0021,0.0009,-0.0021,0.002,0.0008,-0.0043,-0.0016,0,0.0006,-0.0012,0.0015,0.0014,0.0002,-0.0011,-0.0006,-0.0026,-0.0008,0.0006,-0.0002,-0.0011
230,-0.0014,-0.0015,0.0028,-0.0005,0.0034,0.002,0.001,0.001,-0.001,-0.0003,0.0015,0.0032,-0.0005,0.0019,0.0003,0,0.0016,0.0025,0.0006,-0.0012,-0.0008,-0.0001,0.0011,0.0004,0.0008,0.0016,0.0011
230,-0.0018,0.0033,0.0003,0.0011,-0.0009,-0.0009,0.0004,0.0005,0.0014,0.0007,-0.0001,-0.0011,0.0001,0.0034,0.0017,-0.0017,-0.0015,0.0002,0.0008,-0.0022,0.0006,0.0004,-0.0001,-0.0014,-0.0017,0.0029,0.0017
231,0.0011,0.0006,0.0023,0.0007,0.002,0.0004,0.001,-0.0002,-0.0014,0.001,0.0014,-0.0009,-0.0003,-0.0003,-0.0014,-0.0003,0.0001,-0.0017,0.0012,-0.001,-0.0005,0.0003,0.0013,0.0007,0.0011,0.0013,0.0028
231,-0.0003,0.0001,-0.0025,0.0003,-0.0004,0.0007,0.0006,-0.0019,-0.0028,0.0019,0,-0.0004,0.0005,-0.002,-0.0004,-0.0024,0.0013,-0.0017,0,0.0026,-0.0019,-0.0004,-0.0016,-0.0002,0.0021,-0.0005,0.0002
231,0.0024,0.0038,0.0016,-0.0003,0.0014,0.0016,0.0014,0.0005,-0.0001,0.0034,0.0014,0.0003,0.0013,0.001,0.0003,-0.0008,0.0001,0.0029,0.0019,0,-0.0007,0.0002,-0.0009,0.0003,0.0014,0.0029,0.0009
231,-0.0009,0.001,0.0005,0.0014,0.0004,-0.0014,0.0027,-0.0007,-0.0024,0.0031,-0.0004,0.0032,0.0016,0.0001,-0.0003,0.0001,-0.0001,0.0014,-0.0027,-0.0005,-0.003,-0.0024,0.0003,-0.0003,-0.0005,0.0005,-0.0013
231,0.001,0.0015,0.0016,-0.0018,0.0014,0.0041,0.0022,-0.0006,-0.0021,0.0006,0.0028,0.0003,0.0002,-0.0009,0.0017,0,-0.0002,0.0014,0.0017,0,-0.0011,-0.0005,-0.0032,-0.0004,0.002,0.0017,0.0008
232,-0.0043,0.001,-0.0006,0.0011,0.0013,0.0011,-0.0005,-0.0014,-0.0004,0.0014,-0.0011,-0.0013,-0.0021,-0.001,-0.0002,0.0019,-0.0003,0.0003,-0.0003,-0.0006,0,0.0006,0.001,-0.0005,0.0002,0.0012,-0.0003
232,0.0012,-0.0018,0.0003,0.0014,0.0017,0.0013,0.004,0.0036,-0.0001,0.0019,0.0016,0.0038,0.0017,-0.0002,0.0012,0.0008,0.0015,-0.0013,-0.0002,-0.0004,-0.0006,0.0023,0.002,0.0018,0.0009,0.0032,0.0012
232,0.0007,0.0002,-0.0008,0.0016,-0.0004,-0.0018,0.0019,0.0007,-0.0017,-0.0004,-0.0004,-0.0025,0.0009,-0.0018,-0.0024,0.0017,-0.0012,0.0001,0.0023,-0.0024,0.0008,0.0006,0.0005,0.001,0.0012,-0.0001,0.0015
232,0.0017,0.0018,0.0021,0.0013,0.0012,0.0016,0.0022,-0.0008,0.0011,-0.0004,0.0012,0.002,-0.0011,-0.0009,0.0008,-0.0017,-0.0029,0.0015,0.0004,0.0022,0.0027,0.0001,0.0002,0.0017,-0.0005,0.0028,0.0006
232,-0.001,0.0007,0.0003,0,-0.0023,0.0016,0.0025,-0.0004,-0.0024,-0.0006,-0.0014,0.0023,-0.0007,-0.0011,-0.0025,-0.0005,-0.0016,-0.0015,0.0016,-0.0012,-0.0003,0.0015,0.0017,-0.0018,-0.0015,0.0008,-0.0006
233,0.0012,0.0013,0.0038,0.0017,0.0015,0.0035,-0.0007,0.0008,0.0009,0.002,0.0034,-0.0007,0.0023,-0.0018,-0.0018,-0.0004,-0.0002,0.0003,0.0012,0.0009,0.0009,-0.001,0.0001,-0.0012,0.0029,0.0013,0.0036
233,-0.0006,-0.0005,0.002,-0.0008,-0.0002,0.0008,0.0006,0.0006,0.0001,-0.0012,-0.0001,0.0001,-0.0038,-0.0006,0.0005,0,0.0032,0.001,0.0019,-0.0007,-0.0018,0.0001,0.0005,-0.0006,-0.0003,0.0023,-0.0001
233,-0.0003,0.002,0.0012,0.0023,-0.0004,0.0039,0.0009,-0.0007,0.0022,0.001,-0.0027,0.0048,-0.0001,0.0028,0.0012,-0.0009,0.0002,0.0009,0.0023,0.0017,0.0009,0.0016,-0.0001,-0.0025,-0.0005,0.0026,-0.0009
233,0.0015,0.0022,0.0022,0.0032,0.0014,0,0.0024,-0.0023,-0.0022,0.0026,-0.0011,-0.0007,0.0003,-0.0008,0.0003,0.0001,-0.0025,0.0013,0.0009,0.0026,0.0003,0.0023,0.0014,-0.0005,0.0004,0.0023,0
233,-0.0012,0.0019,-0.0004,0.0009,0.0025,0.0037,0.0022,-0.0008,0.0006,0.0013,0.0026,0.0007,0.0012,0.0009,0.0006,0.0006,-0.0018,0.0023,-0.0006,0.0002,0.002,-0.0008,-0.0003,0.0014,-0.0002,0.0018,-0.0001
234,-0.0003,0.0019,0.0012,0.0008,0.0005,-0.0002,-0.0007,0.001,-0.0014,-0.0006,-0.0004,0.0008,0.0005,0.0004,-0.0001,-0.0015,-0.0016,0.0022,0.0021,0.0003,-0.0013,0.0013,-0.0022,-0.0015,-0.0009,0.0009,0.0025
234,0.0006,0.001,-0.0003,0.0015,0.0036,0.0015,0.0034,0.001,0.0021,0.0015,0.0018,0.0001,0.0022,-0.0002,-0.0025,0.0024,-0.003,0.0021,-0.0003,-0.0001,0.0006,0.001,0.0017,0.0006,0.0007,0.0022,-0.0011
234,-0.0017,-0.0005,-0.0005,-0.0003,0.0014,0.0023,0.0014,0.0004,-0.0001,0.0008,0.0006,0.0013,0.0008,0.0011,-0.0015,0.0004,0.0006,0.001,0.0002,-0.0003,0.0015,0.0029,0.0001,-0.0027,0.0005,-0.0004,-0.0018
234,0.0005,0.0023,0.0027,0.0007,0.0029,-0.0002,0.0023,0.0002,0.0005,-0.0002,-0.0003,0.0037,0.0018,0.0022,0.0032,-0.0001,0.002,-0.0016,0.0017,-0.0002,0.0018,0.0027,0.0021,0.0018,0.0016,0.0013,0.0015
234,-0.0019,-0.0014,-0.0001,0.0029,-0.0014,0.0003,0.0008,0.0002,-0.0003,0.0009,0.0006,0.0004,-0.0003,0.0007,0.0014,0.0005,-0.0004,0.0025,0.0008,0.0007,0.0009,0.0009,0.0001,0.0017,-0.0011,0,-0.0009
235,0.0039,0.0017,0.0023,0.0019,0.0029,0.0032,0.0028,0.0013,0.0046,0.0021,0,0.0003,0.0023,-0.0001,0.0007,-0.0009,-0.0007,0.002,0.0014,-0.0006,-0.0004,0.0008,0.0006,0.0004,-0.0016,0.0002,-0.0003
235,0.0009,0.0008,-0.0009,-0.0009,0.0011,-0.0002,0.0007,0.0021,-0.0009,0.0003,0.0011,0.0017,-0.0013,-0.0015,0.0025,-0.0014,-0.0021,0.0012,0.0032,-0.0013,0.0018,0.0038,-0.0013,0.0001,0.0001,0.0011,-0.0011
235,0.0014,0.0008,0.001,-0.0005,0.0028,0.0028,0.0013,-0.0002,0.0003,0.0006,0.0025,-0.0005,0.0005,-0.0001,-0.0024,0.0011,0.0016,-0.0006,-0.0005,0.0012,0.0002,0.0007,0.0021,0.0021,-0.0022,0.0031,0.0007
235,-0.0004,-0.0014,-0.0039,0.0002,0.0005,0.0025,0.0017,0.0011,-0.0002,0.001,-0.0004,-0.0008,-0.0053,0.0026,0,-0.001,-0.0003,0.0011,0.0001,-0.0004,0.0007,-0.0002,0.0001,-0.0005,0.0009,0.001,0.0008
235,0.0003,0.0011,0.0009,0.003,0.0034,0.0004,0.0012,0.0006,-0.0027,0.0013,0.003,0.0004,-0.0008,0.0005,0.0019,0.0024,0.0019,0.0008,0.0001,0.0006,-0.0001,-0.0001,-0.0007,-0.0006,0.0004,0.0007,0.002
236,-0.0004,-0.0002,-0.0004,-0.0007,0.0013,0.0004,-0.0009,-0.0011,0.001,0.0004,-0.0004,0.0013,0.0015,-0.0012,-0.0011,-0.0019,-0.0009,-0.0027,-0.0002,0.0007,0.0002,-0.0012,-0.0006,-0.0028,-0.0005,0.0014,0.001
236,-0.0007,0.0016,-0.0003,0.0009,0.0042,0.003,0.001,-0.0013,0.0023,0.0027,-0.0007,0.0015,0.0017,0.001,-0.0005,0.0002,0.0027,0.002,0.001,-0.0024,0.001,0.0017,-0.0015,0.0012,0.0029,0.0023,0.0004
